,job_id,job_title,company,state,district,location_desc,category,role,min_salary,max_salary,type_salary,date
298,74661929,Water & Wastewater Engineers,Environ Holdings Sdn. Bhd.,10,10,shah alam/subang,11,water-and-wastewater-engineer,2600.0,3900.0,monthly,2024-03-22
301,74650708,Test Engineer (Assembly & Equipment),Keyto My Sdn. Bhd.,06,0602,seberang perai,11,testing-engineer,5250.0,6500.0,monthly,2024-03-22
302,74636276,Head of Sales (EduTech),Ramssol Group,10,10,sepang,25,head-of-sales,8000.0,10000.0,monthly,2024-03-21
305,74658029,Assistant Resident Engineer,Azza Mewah Sdn. Bhd.,08,0808,kuala kangsar district,11,residential-engineer,7000.0,8000.0,monthly,2024-03-22
306,74661602,Account Specialist (AR),Vio Star International (Malaysia) Sdn. Bhd.,05,0506,seremban district,00,account-specialist,2667.0,4000.0,monthly,2024-03-22
307,74658723,Application Support,Tentacle Tech,14,,kuala lumpur,17,application-support,4000.0,5000.0,monthly,2024-03-22
308,74649454,E-Commerce Clerk,Allied Flourish Sdn. Bhd.,10,1002,hulu langat,25,eCommerce-Clerk,1800.0,2000.0,monthly,2024-03-22
310,74621653,Account Junior Executive,Mclink Management Services Sdn. Bhd.,10,1007,petaling,00,account-executive,2800.0,3500.0,monthly,2024-03-21
316,74474491,Account Officer,Kelab Shah Alam Selangor,10,10,shah alam/subang,00,account-officer,2100.0,2500.0,monthly,2024-03-22
317,74659420,"Associate, Audit (Johor)",Yyc Group,01,,johor bahru district,00,audit,3300.0,4000.0,monthly,2024-03-22
318,74599382,Admin Executive/Operation Executive,Wing Heng Technology,14,,kuala lumpur,01,operations-executive,2800.0,3500.0,monthly,2024-03-21
320,74600493,Junior Digital Sales (Fresh graduate program),Cbs Corporate Business Solutions Malaysia Sdn. Bhd.,14,,kuala lumpur,25,sales,3000.0,4000.0,monthly,2024-03-20
321,74634156,Internship - Business Administration / Management,Sgs (Malaysia) Sdn. Bhd.,01,0105,kulai district,01,administration,,1000.0,monthly,2024-03-21
325,74661771,Account Specialist (AP),Vio Star International (Malaysia) Sdn. Bhd.,05,0506,seremban district,00,account-specialist,2667.0,4000.0,monthly,2024-03-22
327,74635218,Admin Executive,Prestasi Mewah Sdn. Bhd.,14,,kuala lumpur,01,administrative-executive,,3000.0,monthly,2024-03-21
329,74630375,"HR & Admin, Executive",Transecure Solutions Sdn. Bhd.,14,,kuala lumpur,16,Human-Resources-and-Administration-Executive,2800.0,3600.0,monthly,2024-03-21
330,74638219,National Human Resource Officer,International Organization For Migration (Iom),14,,kuala lumpur,16,human-resources-officer,12200.0,12280.0,monthly,2024-03-21
332,74660354,Account Assistant,Prosteel Sdn. Bhd.,12,1207,kota kinabalu district,00,account-assistant,1500.0,2200.0,monthly,2024-03-22
335,73979485,Network Engineer CCNA,Tentacle Tech,10,10,sepang,17,network-engineer,5500.0,6000.0,monthly,2024-03-22
336,74660823,"Process Engineer (5 Days, Oil & Gas Mfg)",Agensi Pekerjaan Gmrecruitment Sdn. Bhd.,01,,johor bahru district,11,process-engineer,4000.0,5500.0,monthly,2024-03-22
341,74621276,General Manager- HR & Admin,Genetec Technology Berhad,10,1002,hulu langat,16,Human-Resources-and-Administration-Manager,12000.0,18000.0,monthly,2024-03-21
342,74633880,Admin Clerk,The One Dining Sdn. Bhd.,14,,kuala lumpur,01,administration-clerk,,2800.0,monthly,2024-03-21
348,74600632,Executive - Business Innovation,Sunway Malls,10,1007,petaling,17,Executive,3300.0,4500.0,monthly,2024-03-20
350,74604416,Admin Executive,Space Realty,10,10,bukit damansara,01,administrative-executive,3500.0,4000.0,monthly,2024-03-20
351,74641520,Administrative Coordinator / Executive,Rigel Technology (Malaysia) Sdn. Bhd.,14,14,kepong,01,administration-coordinator,3000.0,4500.0,monthly,2024-03-21
354,74663885,PROJECT ENGINEER,Pascal Engineering And Construction Sdn. Bhd.,10,1007,petaling,11,project-engineer,4500.0,5500.0,monthly,2024-03-22
359,74487727,Calibration Officer,Ct Services (M) Sdn. Bhd.,10,1007,petaling,11,calibration-officer,2300.0,3000.0,monthly,2024-03-22
363,74652304,Mechanical Technician,Jct Industries Group Sdn. Bhd.,02,0204,kuala muda,11,mechanical-technician,3000.0,3500.0,monthly,2024-03-22
364,74635449,Operation Officer,Hmrsb,01,,johor bahru district,01,operation-officer,1800.0,2700.0,monthly,2024-03-21
365,74677494,Sales Admin Clerk ( éå®è¡æ¿æå),Sin Soo Hup,07,,penang island,01,administration-clerk,2200.0,3000.0,monthly,2024-03-23
367,74648616,"Executive, Project & Operations Support",Hong Leong Msig Takaful Berhad,10,1007,petaling,01,project-executive,2500.0,3700.0,monthly,2024-03-22
369,74598864,Internship,Mycron Steel Crc Sdn. Bhd.,10,10,shah alam/subang,01,,800.0,1000.0,monthly,2024-03-20
370,74662137,Account Executive,Winway Interconnect Technology (M) Sdn. Bhd.,07,,penang island,00,account-executive,2800.0,3200.0,monthly,2024-03-22
372,74676364,Manufacturing & Inventory Administrator,Inno 8 Food Sdn. Bhd.,14,14,kuchai lama,20,inventory-administrator,3300.0,3600.0,monthly,2024-03-22
373,74650619,Project HR Admin,Zte (Malaysia) Corporation Sdn. Bhd. Ä¸­Å´ÉÈ®¯É©¬Æ¥È¥¿Äº,14,,kuala lumpur,01,administration,3500.0,4900.0,monthly,2024-03-22
374,74633946,Project Executive,Lestari Ihsan Sdn. Bhd.,10,10,kajang/bangi/serdang,11,project-executive,3000.0,4500.0,monthly,2024-03-21
375,74678228,ERP SYSTEM CONSULTANT (Mandarin Speaker - Fresh Graduate RM3000),Ecount Erp System Sdn. Bhd.,14,,kuala lumpur,17,systems-consultant,3000.0,3500.0,monthly,2024-03-23
376,74660851,Group Accountant,Bio Eneco Sdn. Bhd.,14,,kuala lumpur,00,group-accountant,7500.0,10000.0,monthly,2024-03-22
378,74621263,Accounts Clerk,Daitti Tyre & Battery Sdn. Bhd.,13,1311,sibu division,00,accounts-clerk,1800.0,2500.0,monthly,2024-03-21
379,74647234,Customer Service Support,Psi Pneumatic Control Sdn. Bhd.,01,,johor bahru district,01,customer-service-support-officer,2800.0,3800.0,monthly,2024-03-22
380,74654751,Project Management Executive/Assistant,Miniso Winky (M) Sdn. Bhd.,14,14,bangsar south,01,project-management-executive,4000.0,6000.0,monthly,2024-03-22
383,74673698,Test Engineer,Direct Access Solutions Sdn. Bhd.,14,,kuala lumpur,17,testing-engineer,5000.0,7000.0,monthly,2024-03-22
384,74634111,Admin and Account Assistant,Hana Ventures Sdn. Bhd.,10,10,bukit damansara,00,accounts-and-admin-assistant,3000.0,4000.0,monthly,2024-03-21
386,74636082,IT Executive,Inovar Contracts Sdn. Bhd.,10,1007,petaling,17,information-technology-executive,2400.0,3400.0,monthly,2024-03-21
387,74661412,Snr/Jnr Accounts Assistant,Abbacus Cloud Solutions,07,,penang island,00,accounts-assistant,2300.0,3450.0,monthly,2024-03-22
389,74662756,ACCOUNTS CUM ADMIN,Messrs Anuar Hong & Ong,10,1007,petaling,00,accounts-role,2000.0,3000.0,monthly,2024-03-22
390,74630678,IT Support,A Star Glasstech (M) Sdn. Bhd.,01,0108,pontian,17,information-technology-support,2000.0,2500.0,monthly,2024-03-21
391,74633444,Admin,Aik Seng Glass & Aluminium Sdn. Bhd.,01,,johor bahru district,01,administration,1800.0,2200.0,monthly,2024-03-21
392,74634862,Full Stack - Tech Lead,Agtiv Consulting Sdn. Bhd.,14,,kuala lumpur,17,technical-lead,8000.0,12000.0,monthly,2024-03-21
393,74635479,ASSISTANT ACCOUNTANT,Prestasi Mewah Sdn. Bhd.,14,,kuala lumpur,00,assistant-accountant,3000.0,3500.0,monthly,2024-03-21
396,74648337,Sales Admin Executive éå®è¡æ¿,Fiffy Sdn. Bhd.,01,,johor bahru district,01,Sales-Administration-Executive,3000.0,4000.0,monthly,2024-03-22
397,74636157,Accounts Executive,Gn Resound (Malaysia) Sdn. Bhd.,01,0105,kulai district,00,accounts-executive,3200.0,3800.0,monthly,2024-03-21
398,74655258,Chief Executive Officer - CEO,De Lettuce Bear Berhad,14,,kuala lumpur,04,chief-executive-officer,10000.0,12000.0,monthly,2024-03-22
400,74609272,ADMIN ASSISTANT,Maxx Logistics Sdn. Bhd.,01,,johor bahru district,01,administration-officer,1800.0,2700.0,monthly,2024-03-20
401,74635131,Administrative Assistant,Island Shop M Sdn. Bhd.,14,,kuala lumpur,01,administration-officer,2200.0,3200.0,monthly,2024-03-21
403,74648331,HR Executive,Go Innovate Asia Berhad,10,1007,petaling,16,human-resource-executive,3500.0,4500.0,monthly,2024-03-22
404,74638068,National Finance Officer,International Organization For Migration (Iom),14,,kuala lumpur,00,financial-officer,12200.0,12280.0,monthly,2024-03-21
405,74648938,Accounts Executive,Attivo Healthcare Sdn. Bhd.,10,1007,petaling,00,accounts-executive,3000.0,3800.0,monthly,2024-03-22
406,74652036,Administrative Assistant,Ns Beyond Engineering Sdn. Bhd.,10,10,shah alam/subang,01,administration-officer,2000.0,3000.0,monthly,2024-03-22
407,74632773,ACCOUNT EXECUTIVE,Inti Deras Motors Sdn. Bhd.,12,1207,kota kinabalu district,00,account-executive,3500.0,5000.0,monthly,2024-03-21
408,74636000,admin,Ultimate Control Engineering S/B,10,,selangor,01,administration,1800.0,2500.0,monthly,2024-03-21
409,74649508,Administrative Officer,Premium Vegetable Oils Sdn. Bhd.,01,,johor bahru district,01,administration-officer,2500.0,3000.0,monthly,2024-03-22
410,74609109,ACCOUNT EXECUTIVE,Ecolyte Concrete Sdn. Bhd.,10,1007,petaling,00,account-executive,3200.0,4800.0,monthly,2024-03-20
411,74651393,Account Executive,9Loop Software Sdn. Bhd.,10,10,klang district,00,account-executive,3500.0,5250.0,monthly,2024-03-22
413,74635364,Accounts Executive / Administrative Officer,Super Disc Industrial Sdn. Bhd.,10,10,kajang/bangi/serdang,00,Executive-Administration-Officer,2700.0,3800.0,monthly,2024-03-21
416,74660698,Accounts Clerk,Yeoh Mazlina & Partners,01,,johor bahru district,00,accounts-clerk,3000.0,4000.0,monthly,2024-03-22
417,74669412,Engineering Documentation Clerk,Shenlong Construction Engineering Sdn. Bhd.,10,10,klang district,11,documentation-clerk,4000.0,6000.0,monthly,2024-03-22
418,74647688,FINANCE EXECUTIVE,Maxell Tohshin (M) Sdn. Bhd.,04,,melaka tengah,00,finance-executive,2400.0,3360.0,monthly,2024-03-22
419,74655649,Accounts Executive,Bullish Aim Sdn. Bhd.,14,,kuala lumpur sentral,00,accounts-executive,3500.0,4000.0,monthly,2024-03-22
422,74598994,System Support Engineer,Hitch On Sdn. Bhd.,10,1007,petaling,17,systems-support-engineer,3000.0,3500.0,monthly,2024-03-20
423,74635257,Account Executive,Twin Arrow Fertilizer Sdn. Bhd.,10,10,shah alam/subang,00,account-executive,3300.0,4900.0,monthly,2024-03-21
424,74635541,Sales Executive,L&T Industries Sdn. Bhd.,10,1007,petaling,25,sales-executive,4000.0,6000.0,monthly,2024-03-21
425,74650985,Operations Engineer,Ace Gases Sdn. Bhd.,10,10,shah alam/subang,11,operations-engineer,3300.0,4500.0,monthly,2024-03-22
426,74599318,ADMIN cum Account Clerk - SABAH,Ongs Properties Sdn. Bhd.,12,,sabah,01,Accounts-and-Administration-Clerk,2000.0,3000.0,monthly,2024-03-20
427,74658527,Senior Technical Officer,V.S Integrated Management Sdn. Bhd.,13,1304,kuching division,11,technical-officer,4000.0,5000.0,monthly,2024-03-22
431,74592983,Building Technician (URGENT HIRING),Ken Holdings Berhad,14,,kuala lumpur,11,building-technician,2500.0,3500.0,monthly,2024-03-21
432,74635696,Project Admin Executive cum Document Controller,Cnqc Engineering & Construction (Malaysia) Sdn. Bhd.,14,,kuala lumpur,01,document-controller,3000.0,4500.0,monthly,2024-03-21
433,74661286,DESIGN & TESTING ENGINEER,Meiden Malaysia Sdn. Bhd.,14,,kuala lumpur,11,testing-engineer,6000.0,7000.0,monthly,2024-03-22
434,74634892,Full Stack Intern Developer,Agtiv Consulting Sdn. Bhd.,14,,kuala lumpur,17,full-stack-developer,700.0,900.0,monthly,2024-03-21
435,74660195,"Senior Executive, Sourcing Engineer",Autowell Technology,10,10,shah alam/subang,20,sourcing-engineer,6000.0,8500.0,monthly,2024-03-22
439,74668567,Office Telesales,Horizon Assets Advisory Sdn. Bhd.,10,1007,sri petaling,03,call-centre-sales-representative,2300.0,3300.0,monthly,2024-03-22
441,74660052,PURCHASING EXECUTIVE (AUTOMATION INDUSTRY),Intelek Talent Solutions Sdn. Bhd.,10,10,shah alam/subang,20,purchasing-executive,2800.0,3500.0,monthly,2024-03-22
446,74657815,Account Receivable - Credit Control,Innoquest Pathology Sdn. Bhd.,10,1007,petaling,00,accounts-receivable-credit-officer,3000.0,3500.0,monthly,2024-03-22
448,74661919,Site Engineer/ Project Engineer/ Site Supervisor,Gsr Construction Sdn. Bhd.,01,,johor bahru district,11,site-project-engineer,2500.0,3500.0,monthly,2024-03-22
450,74600541,Finance Executive,Sunway Malls,10,1007,petaling,00,finance-executive,3300.0,4500.0,monthly,2024-03-20
451,74650340,ACCOUNTS EXECUTIVE,Energy Platform Sdn. Bhd.,14,,kuala lumpur,00,accounts-executive,3200.0,4500.0,monthly,2024-03-22
453,74609139,Account Executive,Fuji Dream (Mm2H) Sdn. Bhd.,14,14,kuala lumpur city centre,00,account-executive,3000.0,3500.0,monthly,2024-03-21
456,74636342,Project Admin Executive,I2 Energy Sdn. Bhd.,14,,kuala lumpur,11,administrative-executive,2000.0,3000.0,monthly,2024-03-21
464,74632545,Mechanical Engineer,Sri Nona Food Manufacturing Sdn. Bhd.,10,10,gombak district,11,mechanical-engineer,2500.0,3500.0,monthly,2024-03-21
466,74630871,Temporary Role Business Support Officer (3 months),Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,14,,kuala lumpur,01,business-support-officer,3000.0,4500.0,monthly,2024-03-21
469,74562830,ADMIN ASSISTANT,Pd Brick Sdn. Bhd.,05,0504,port dickson district,01,administration-officer,1500.0,2000.0,monthly,2024-03-19
470,74639173,Accounts & Finance Executive,Helios Petroleum Sdn. Bhd.,10,10,kajang/bangi/serdang,00,finance-executive,2700.0,4000.0,monthly,2024-03-21
471,74638661,Human Resource Executive,Pmi-Technology Sdn. Bhd.,10,10,shah alam/subang,16,human-resource-executive,3300.0,4800.0,monthly,2024-03-21
472,74678007,Audit and Tax Assistant,Cbs Taxmaster Sdn. Bhd.,13,1304,kuching division,00,tax-assistant,2800.0,4000.0,monthly,2024-03-23
476,74668783,*Urgent Hiring* Financial Sales Banker (Fresh Graduate | Top Bank Malaysia),Twy Search International (M) Sdn. Bhd.,14,,kuala lumpur,03,banker,3000.0,4500.0,monthly,2024-03-22
478,74634421,Human Resources (HR) Internship,American Air Filter Manufacturing Sdn. Bhd.,10,10,shah alam/subang,16,human-resource,800.0,1000.0,monthly,2024-03-21
479,74634320,Operation Assistant,Kejuruteraan Yun Loong Sdn. Bhd.,10,,hulu selangor,01,operations-assistant,2200.0,3200.0,monthly,2024-03-21
482,74635199,Compliance Executive,Byton Byte Management Sdn. Bhd.,14,,kuala lumpur,03,compliance-executive,2800.0,3500.0,monthly,2024-03-21
485,74677642,M&E Engineer,Pembinaan Fuji Baru Sdn. Bhd.,10,1007,petaling,11,mechanical--electrical-engineer,3000.0,4000.0,monthly,2024-03-23
486,74650092,RESIDENCY OFFICER,Private Advertiser,14,,kuala lumpur,01,officer,5000.0,7500.0,monthly,2024-03-22
488,74649570,Customer Service IT Support (Accounting/ POS System),Irs Software Solution (M) Sdn. Bhd.,10,1007,petaling,17,customer-service-role,2500.0,3500.0,monthly,2024-03-22
489,74650489,"IT SAP Support Executive (PP QM/ PM/ FICO) (Ipoh, Perak)",Kuala Lumpur Kepong Berhad (Klk),08,0807,kinta district,17,support-executive,3400.0,4500.0,monthly,2024-03-22
491,74656457,Personal Assistant,Private Advertiser,10,,selangor,01,personal-assistant,7000.0,10000.0,monthly,2024-03-22
494,74648856,HR and Admin Manager,Hiseven Sdn. Bhd.,14,,kuala lumpur,16,Human-Resources-and-Administration-Manager,6500.0,8500.0,monthly,2024-03-22
496,74634853,Account Executive,Qc Scientific (M) Sdn. Bhd.,10,1007,petaling,00,account-executive,3000.0,4500.0,monthly,2024-03-21
497,74635433,IT Executive,Trancy Logistics (M) Sdn. Bhd.,10,1007,petaling,17,information-technology-executive,3500.0,5000.0,monthly,2024-03-21
498,74636693,Business Operations Support,Smoothbor Plastics (Malaysia) Sdn. Bhd.,01,0105,kulai district,00,operations-support_2,2500.0,3500.0,monthly,2024-03-21
499,74635809,"Procurement, Contract & Logistic Executive",Universal Peak Sdn. Bhd.,14,14,bangsar,20,logistics-executive,3000.0,3500.0,monthly,2024-03-21
500,74673687,C# Development Engineer,Direct Access Solutions Sdn. Bhd.,14,,kuala lumpur,17,development-engineer,5000.0,7000.0,monthly,2024-03-22
501,74662413,Key Account Manager,Montanic Sdn. Bhd.,10,1007,petaling,25,key-account-manager,5500.0,8000.0,monthly,2024-03-22
505,74647784,Accounts Executive,"S F Chang & Co. (Af 001384), Chartered Accountants",14,,kuala lumpur,00,accounts-executive,2700.0,4000.0,monthly,2024-03-22
506,74635015,Information Security Executive,Mcis Life,10,1007,petaling,17,security-executive,3000.0,4000.0,monthly,2024-03-21
508,74656770,PURCHASING EXECUTIVE - RAWANG,Betamek Electronics (M) Sdn. Bhd.,10,10,gombak district,20,purchasing-executive,2800.0,3920.0,monthly,2024-03-22
509,74656399,Procurement Executive,Electrical Components Sdn. Bhd.,10,1007,petaling,20,procurement-executive,3000.0,4500.0,monthly,2024-03-22
510,74636302,ACCOUNT CUM ADMIN  EXECUTIVE,Hua Hin Marketing Sdn. Bhd.,14,,kuala lumpur,00,Accounts-and-Administration-Executive,2400.0,3500.0,monthly,2024-03-21
512,74634430,Talent Acquisition Executive,51Talk Training Sdn. Bhd.,14,14,bangsar south,16,talent-acquisition-executive,4000.0,6000.0,monthly,2024-03-21
514,74652952,Project Admin ( Steel Structure & Construction),Ironway Resources Sdn. Bhd.,02,0206,kulim district,01,project-administrator,2000.0,2500.0,monthly,2024-03-22
515,74636161,ACCOUNTS EXECUTIVE,Morgan Solutions,10,1007,petaling,00,accounts-executive,2500.0,3500.0,monthly,2024-03-21
516,74661289,Human Resources Executive (Payroll),Sim Educare & Learning Sdn. Bhd.,07,,penang island,16,human-resource-executive,2500.0,3500.0,monthly,2024-03-22
520,74661217,QA Specialist,Agensi Pekerjaan Lewis Talent Consulting Sdn. Bhd.,14,,kuala lumpur,17,quality-assurance-specialist,4000.0,6000.0,monthly,2024-03-22
524,74660594,Accounts Executive / Senior (Accounting Firm),Aw Teams Sdn. Bhd.,01,,johor bahru district,00,accounts-executive,3300.0,4950.0,monthly,2024-03-22
525,74650904,SERVICE OPERATION CENTRE,Binasat Communication Berhad,14,,kuala lumpur,17,,3000.0,4500.0,monthly,2024-03-22
527,74657055,ACCOUNT CUM ADMIN EXECUTIVE,Trifecta Dynamics Sdn. Bhd.,14,,kuala lumpur,00,Accounts-and-Administration-Executive,2800.0,3600.0,monthly,2024-03-22
528,74634491,ENGINEER,Lufter Sdn. Bhd.,10,1007,petaling,11,engineer,3000.0,4500.0,monthly,2024-03-21
529,74636283,FINANCE & ACCOUNT EXECUTIVE,Ni Hsin Corporation Sdn. Bhd.,10,1002,hulu langat,00,account-executive,3000.0,4500.0,monthly,2024-03-21
531,74662746,Corporate Employee Benefits Specialist,Eminent Corporate Advisory,14,,kuala lumpur,03,benefits-specialist,3800.0,5500.0,monthly,2024-03-22
536,74642670,Account assistant,C Venture Management Sdn. Bhd.,01,,johor bahru district,00,account-assistant,2200.0,3100.0,monthly,2024-03-21
